fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,alcohol,quality
10.46,0.548,0.46,9.9,0.1,11.1,6
9.47,0.429,0.73,15.5,0.106,9.4,8
6.86,0.539,0.11,7.4,0.196,10.2,3
9.11,0.609,0.0,0.9,0.163,10.6,4
9.95,0.42,0.38,1.6,0.142,10.6,6
6.89,0.12,0.41,3.3,0.076,8.6,6
8.45,0.809,0.25,1.4,0.049,8.6,6
6.66,0.685,0.0,2.1,0.134,9.7,3
11.55,0.12,0.22,0.9,0.094,9.4,7
8.86,0.3,0.4,2.0,0.129,10.4,6
8.91,0.389,0.14,4.5,0.176,9.5,4
8.12,0.312,0.21,1.5,0.035,8.4,5
9.5,0.435,0.0,15.5,0.122,10.6,5
5.91,0.593,0.4,1.1,0.088,9.2,5
10.54,0.417,0.05,2.5,0.085,10.5,6
9.37,0.12,0.39,1.2,0.084,10.0,7
9.56,0.412,0.0,6.6,0.03,9.4,6
8.25,0.534,0.46,2.4,0.092,9.5,6
6.02,0.412,0.26,6.7,0.075,10.7,5
11.51,0.516,0.42,9.4,0.034,10.5,8
6.18,0.615,0.56,6.2,0.12,11.5,7
11.17,0.596,0.27,4.6,0.012,9.7,7
10.17,0.656,0.37,7.6,0.157,9.4,4
10.42,0.563,0.04,15.5,0.056,11.3,7
7.32,0.7,0.34,0.9,0.085,10.3,3
6.8,0.658,0.41,0.9,0.196,9.8,3
8.41,0.473,0.11,0.9,0.03,9.4,5
11.14,0.516,0.15,15.5,0.124,13.0,7
11.01,0.628,0.0,2.1,0.021,11.7,7
8.45,0.289,0.54,3.8,0.086,12.5,6
8.52,0.557,0.47,7.2,0.099,11.0,7
10.43,0.368,0.33,10.5,0.012,9.3,7
9.08,0.562,0.13,0.9,0.088,9.1,4
6.64,0.653,0.53,1.8,0.013,9.9,7
10.32,0.484,0.6,0.9,0.037,9.1,6
8.33,0.609,0.15,2.0,0.021,9.3,7
8.99,0.541,0.36,0.9,0.071,10.0,4
9.21,0.563,0.17,1.5,0.104,10.1,6
8.73,0.706,0.27,3.3,0.089,11.2,6
8.56,0.736,0.41,3.3,0.09,10.7,5
5.99,0.497,0.1,15.5,0.102,9.3,5
9.51,0.374,0.35,0.9,0.097,10.3,6
4.78,0.498,0.36,0.9,0.098,9.5,5
8.45,0.847,0.52,3.5,0.122,10.6,6
8.95,0.759,0.48,0.9,0.071,10.6,5
11.75,0.511,0.41,10.8,0.085,10.6,7
6.75,0.51,0.0,3.5,0.092,12.3,6
8.64,0.742,0.33,1.5,0.093,11.1,4
9.6,0.781,0.2,0.9,0.038,10.2,4
9.08,0.593,0.43,1.6,0.096,8.4,6
5.59,0.522,0.33,0.9,0.012,10.4,6
8.24,0.518,0.49,8.3,0.109,12.1,7
6.37,0.628,0.65,1.5,0.033,10.2,6
12.59,0.56,0.33,5.2,0.097,11.5,8
8.7,0.12,0.26,3.4,0.17,10.0,7
7.25,0.444,0.08,2.1,0.083,9.0,5
7.14,0.32,0.37,0.9,0.155,11.1,6
8.86,0.331,0.6,0.9,0.078,9.7,5
8.51,0.454,0.4,0.9,0.061,11.6,8
8.71,0.702,0.24,2.3,0.076,11.4,5
12.77,0.633,0.19,0.9,0.121,12.4,5
9.73,0.673,0.04,15.3,0.09,9.4,6
10.28,0.943,0.56,5.7,0.039,10.3,6
7.72,0.452,0.42,14.2,0.19,10.2,5
6.28,0.867,0.35,1.0,0.154,10.8,4
8.87,0.677,0.1,2.3,0.064,9.9,7
9.0,0.595,0.42,1.0,0.154,9.4,5
11.39,0.665,0.26,0.9,0.118,10.6,4
11.33,0.402,0.4,9.7,0.08,10.3,7
9.43,0.867,0.0,1.3,0.113,11.4,4
8.83,0.772,0.27,5.2,0.056,8.4,5
6.74,0.24,0.32,2.5,0.09,12.9,6
5.42,0.343,0.42,2.5,0.088,12.2,5
6.7,0.45,0.08,2.5,0.09,10.2,6
10.52,0.431,0.0,5.7,0.083,10.3,6
12.5,0.753,0.27,0.9,0.076,12.0,6
9.21,0.476,0.36,1.3,0.012,10.4,6
9.36,0.704,0.27,1.3,0.012,11.8,7
7.04,0.478,0.04,2.8,0.1,9.4,5
8.24,0.677,0.6,2.5,0.075,14.3,7
5.44,0.639,0.45,0.9,0.11,11.1,6
8.08,0.547,0.61,5.2,0.145,11.2,6
11.05,0.5,0.2,7.4,0.148,10.1,6
8.01,0.659,0.0,15.5,0.067,10.2,6
7.39,0.706,0.27,1.3,0.123,9.1,5
9.97,0.785,0.21,2.6,0.165,9.4,3
8.69,0.265,0.13,1.6,0.09,10.1,5
7.11,0.528,0.48,3.2,0.136,10.3,6
6.93,0.379,0.21,9.3,0.013,11.0,6
8.32,0.415,0.05,6.4,0.079,11.9,7
9.37,0.198,0.0,15.5,0.13,11.4,6
9.55,0.642,0.1,2.4,0.095,10.4,5
6.99,0.62,0.21,2.8,0.087,11.1,6
10.01,0.453,0.0,0.9,0.159,9.8,4
5.38,0.573,0.46,7.7,0.065,11.4,9
6.71,1.044,0.37,1.7,0.087,10.2,4
9.91,0.523,0.14,1.0,0.113,9.6,6
9.71,0.307,0.28,2.1,0.107,10.5,7
8.1,0.631,0.04,15.4,0.119,10.6,5
5.33,0.522,0.42,7.4,0.082,10.9,6
9.16,0.441,0.43,4.2,0.018,10.8,7
9.45,0.517,0.35,1.3,0.106,10.7,6
8.85,0.571,0.15,1.4,0.152,9.7,4
10.59,0.462,0.3,11.6,0.056,9.9,6
7.96,0.441,0.36,0.9,0.107,10.1,5
9.49,0.424,0.1,1.4,0.015,10.3,6
6.81,0.618,0.34,1.0,0.102,10.4,4
8.86,0.3,0.5,15.5,0.024,11.3,8
12.27,0.329,0.13,1.5,0.066,8.8,6
5.21,0.453,0.27,1.2,0.022,11.4,5
9.01,0.16,0.2,3.2,0.034,10.1,6
5.26,0.904,0.0,3.5,0.069,10.6,3
9.54,0.721,0.27,0.9,0.058,11.1,5
7.6,0.651,0.18,0.9,0.082,12.0,6
6.15,0.433,0.17,15.5,0.133,9.1,6
9.56,0.945,0.58,0.9,0.134,9.9,5
9.85,0.641,0.0,0.9,0.115,10.2,5
6.56,0.612,0.13,2.7,0.1,9.5,4
10.05,0.224,0.42,3.9,0.086,10.4,8
5.9,0.297,0.38,1.4,0.059,11.4,6
9.61,0.7,0.56,5.3,0.093,8.4,5
10.31,0.927,0.17,1.1,0.126,10.5,6
7.0,0.334,0.28,7.2,0.063,9.8,7
9.05,0.551,0.29,0.9,0.012,12.2,8
7.62,0.264,0.45,3.0,0.126,9.1,7
11.18,0.613,0.1,0.9,0.044,11.8,5
6.06,0.389,0.14,1.7,0.053,11.3,4
7.92,0.716,0.32,11.3,0.125,9.9,5
6.22,0.659,0.45,5.2,0.055,9.1,7
9.18,0.224,0.27,2.9,0.122,10.1,9
10.41,0.12,0.07,12.4,0.062,11.6,8
7.17,0.501,0.05,0.9,0.081,9.6,6
9.35,0.382,0.4,3.2,0.068,11.5,7
9.42,0.345,0.61,4.5,0.052,10.4,7
10.0,1.026,0.44,15.5,0.141,8.4,3
4.6,0.343,0.51,1.9,0.087,11.5,5
8.51,0.438,0.48,0.9,0.114,11.6,6
8.82,0.356,0.16,1.3,0.123,10.0,6
9.74,0.475,0.12,6.4,0.139,10.8,6
8.24,0.505,0.31,1.4,0.048,10.8,7
9.28,0.157,0.29,0.9,0.041,8.4,7
8.34,0.319,0.35,1.5,0.168,9.9,4
8.74,0.671,0.0,8.4,0.118,13.7,6
9.15,0.583,0.36,6.5,0.143,9.9,6
9.82,0.653,0.23,0.9,0.012,10.5,6
8.65,0.435,0.32,1.9,0.036,11.0,7
6.45,0.276,0.57,0.9,0.144,10.6,6
6.64,0.522,0.14,7.2,0.098,9.3,7
4.6,0.485,0.86,12.9,0.023,9.6,8
8.43,0.59,0.15,2.4,0.109,11.3,5
8.39,0.641,0.68,1.8,0.137,10.9,4
8.08,0.576,0.24,4.0,0.073,10.2,5
10.56,0.621,0.22,15.5,0.1,10.3,6
8.01,0.548,0.4,0.9,0.1,11.4,6
7.79,0.575,0.45,0.9,0.015,9.0,7
9.61,0.595,0.48,0.9,0.215,10.8,5
9.51,0.483,0.47,0.9,0.035,9.8,6
7.54,0.668,0.1,2.1,0.072,10.0,5
11.1,0.818,0.48,0.9,0.078,10.4,5
7.6,0.552,0.3,1.1,0.075,10.5,6
8.08,0.469,0.18,1.9,0.046,10.2,7
10.49,0.501,0.0,1.1,0.14,9.9,5
7.58,0.565,0.32,15.5,0.166,10.0,5
7.79,0.729,0.5,1.2,0.083,13.0,6
7.03,0.397,0.17,3.6,0.069,10.8,8
10.11,0.499,0.7,1.6,0.126,12.7,6
9.03,0.705,0.48,4.4,0.021,11.0,7
7.57,0.264,0.36,2.4,0.1,9.1,7
9.87,0.837,0.33,0.9,0.073,8.6,5
7.75,0.259,0.0,3.7,0.066,9.5,6
9.25,0.479,0.57,0.9,0.046,10.5,7
9.92,0.634,0.38,0.9,0.098,12.0,7
10.33,0.529,0.07,0.9,0.085,9.8,5
8.78,0.483,0.39,4.6,0.034,10.9,7
9.78,0.447,0.18,8.8,0.078,11.8,7
10.51,0.653,0.0,4.0,0.093,11.9,6
10.22,0.719,0.32,1.2,0.185,10.6,4
5.51,0.691,0.31,15.5,0.068,9.0,5
8.52,0.636,0.23,4.6,0.103,11.2,5
10.44,0.664,0.17,1.0,0.141,10.3,6
10.97,0.239,0.27,3.4,0.08,9.4,7
8.73,0.345,0.26,3.5,0.127,9.9,5
5.55,0.482,0.26,11.9,0.012,12.2,7
10.84,0.222,0.06,3.4,0.019,9.3,8
5.19,0.332,0.32,2.6,0.043,9.5,6
6.9,0.779,0.2,6.9,0.115,11.9,3
6.91,0.582,0.29,15.5,0.078,10.1,5
6.77,0.636,0.38,1.2,0.048,8.4,5
9.81,0.589,0.52,2.3,0.033,10.0,7
6.18,0.387,0.25,3.2,0.067,8.7,6
9.12,0.576,0.0,2.5,0.101,8.6,5
11.21,0.504,0.29,2.0,0.061,12.2,8
7.5,0.413,0.34,1.7,0.041,9.6,6
8.76,0.669,0.16,2.6,0.054,10.1,7
7.97,0.501,0.44,0.9,0.054,12.7,7
4.74,0.306,0.0,0.9,0.139,9.0,6
10.02,0.509,0.37,1.4,0.18,10.3,3
6.07,0.687,0.41,2.4,0.029,9.5,7
7.62,0.517,0.31,8.3,0.119,12.0,7
6.3,0.692,0.25,3.6,0.049,12.6,6
8.44,0.469,0.34,13.4,0.123,10.4,6
9.34,0.431,0.43,0.9,0.077,8.8,5
6.74,0.419,0.47,4.2,0.012,11.2,7
10.59,0.657,0.0,0.9,0.012,11.5,7
7.4,0.469,0.48,1.0,0.08,10.0,5
10.09,0.639,0.31,12.0,0.026,9.4,7
7.69,0.699,0.17,1.4,0.093,9.7,5
6.08,0.61,0.31,0.9,0.087,11.2,4
9.51,0.359,0.52,3.4,0.018,11.1,8
6.44,0.454,0.1,0.9,0.081,11.2,7
8.78,0.625,0.25,3.8,0.064,11.3,7
7.39,0.478,0.4,1.7,0.14,12.7,5
6.91,0.867,0.12,12.0,0.168,9.7,3
10.43,0.556,0.28,8.6,0.048,10.2,6
8.48,0.618,0.1,0.9,0.075,10.0,5
9.36,0.734,0.42,3.3,0.116,11.5,5
7.41,0.571,0.28,3.7,0.111,10.7,6
9.41,0.565,0.21,7.9,0.109,11.6,6
10.76,0.8,0.21,3.9,0.155,10.0,5
6.23,0.676,0.29,0.9,0.027,11.2,7
8.14,0.401,0.0,5.5,0.096,9.0,5
8.87,0.497,0.28,0.9,0.105,9.9,5
8.5,0.453,0.31,0.9,0.04,10.8,7
5.22,0.502,0.31,7.7,0.061,10.4,6
7.74,0.656,0.0,3.7,0.012,12.2,6
7.54,0.605,0.38,9.6,0.107,9.0,6
7.81,0.632,0.1,5.0,0.078,11.1,7
4.6,0.733,0.41,2.3,0.012,9.6,6
9.05,0.241,0.44,6.2,0.181,9.1,5
11.36,0.689,0.64,1.3,0.074,10.8,6
7.03,0.46,0.0,1.2,0.033,10.9,6
6.12,0.553,0.32,1.2,0.132,9.0,5
8.46,0.402,0.19,2.8,0.045,12.0,7
9.88,0.582,0.14,2.2,0.063,11.7,6
8.17,0.576,0.27,14.6,0.105,12.7,5
10.28,0.501,0.31,0.9,0.085,11.5,6
8.88,0.319,0.51,0.9,0.036,9.4,6
10.47,0.416,0.42,1.0,0.053,9.8,7
6.64,0.776,0.01,4.3,0.109,10.5,4
5.52,0.35,0.39,4.7,0.012,10.2,7
6.61,0.594,0.65,1.2,0.07,10.8,7
4.6,0.691,0.47,0.9,0.074,8.4,5
8.27,0.716,0.02,4.3,0.165,11.5,6
7.22,0.519,0.33,0.9,0.092,10.5,4
8.12,0.702,0.57,6.8,0.124,8.7,6
8.49,0.363,0.34,0.9,0.132,9.8,5
9.65,0.174,0.49,1.3,0.1,9.9,6
7.25,0.863,0.21,1.0,0.084,10.3,3
7.12,0.618,0.32,6.8,0.068,10.7,7
10.19,0.344,0.0,1.4,0.099,9.8,5
8.91,0.636,0.62,3.6,0.105,10.1,7
11.2,0.474,0.4,0.9,0.148,9.6,4
7.85,0.803,0.15,0.9,0.118,8.5,4
8.19,0.677,0.63,4.2,0.012,9.0,7
4.65,0.409,0.18,2.3,0.103,9.8,5
5.83,0.669,0.34,1.0,0.118,10.9,6
7.79,0.354,0.27,5.7,0.033,10.5,6
8.23,0.201,0.0,11.3,0.128,8.4,4
8.62,0.3,0.28,8.7,0.186,11.4,3
8.95,0.435,0.24,1.3,0.119,10.9,6
6.76,0.699,0.26,15.5,0.051,9.1,5
7.09,0.632,0.37,0.9,0.105,11.1,5
7.5,0.82,0.0,10.8,0.11,9.7,5
9.88,0.392,0.0,2.2,0.06,9.4,5
8.08,0.49,0.1,1.2,0.049,11.2,6
7.59,0.488,0.46,2.7,0.012,10.6,8
5.06,0.522,0.3,10.9,0.097,11.5,6
6.06,0.648,0.06,0.9,0.134,10.0,5
11.39,0.529,0.24,6.5,0.021,10.6,7
10.66,0.581,0.25,1.1,0.124,10.8,6
9.42,0.263,0.0,3.0,0.099,11.3,7
7.6,0.659,0.42,15.5,0.123,11.3,6
7.28,0.615,0.2,0.9,0.012,9.9,6
7.58,0.717,0.26,4.9,0.138,10.9,5
9.82,0.505,0.48,1.0,0.05,11.3,6
9.79,0.366,0.47,0.9,0.144,10.9,7
10.13,0.389,0.37,15.5,0.013,9.9,9
9.81,0.504,0.3,8.6,0.128,13.3,8
8.45,0.398,0.2,1.2,0.138,11.3,6
7.86,0.581,0.22,2.1,0.128,10.3,5
9.43,0.687,0.33,1.5,0.104,11.7,5
5.44,0.789,0.13,0.9,0.165,9.8,4
9.03,0.59,0.29,0.9,0.205,10.0,4
9.41,0.471,0.38,1.8,0.141,11.0,5
8.84,0.365,0.32,10.6,0.035,9.7,8
6.05,0.587,0.27,0.9,0.05,10.7,7
7.41,0.608,0.63,4.7,0.118,8.4,5
7.15,0.455,0.0,3.4,0.074,10.6,6
11.15,0.742,0.04,1.6,0.156,10.3,5
5.88,0.386,0.89,1.3,0.118,10.2,5
5.03,0.41,0.37,3.8,0.079,10.2,6
8.95,0.554,0.28,4.8,0.162,9.3,4
9.24,0.168,0.27,0.9,0.102,11.9,6
9.58,0.59,0.0,1.4,0.077,11.3,5
8.74,0.51,0.2,1.8,0.077,10.0,6
4.6,0.7,0.37,1.5,0.104,9.7,4
10.84,0.508,0.15,15.5,0.114,10.3,6
7.81,0.413,0.4,1.3,0.048,11.4,8
9.91,0.865,0.17,7.3,0.014,10.8,5
6.9,0.718,0.28,1.5,0.157,9.4,4
8.15,0.297,0.48,4.6,0.132,9.9,7
8.12,0.424,0.1,3.8,0.014,9.9,7
9.58,0.453,0.21,1.9,0.079,9.1,6
7.6,0.697,0.65,15.5,0.116,11.8,5
8.46,0.618,0.26,3.1,0.063,10.3,4
9.46,0.583,0.46,1.5,0.081,9.8,6
6.63,0.793,0.21,1.1,0.051,8.7,6
9.43,0.539,0.16,3.5,0.127,11.7,8
9.7,0.675,0.27,8.2,0.119,11.5,7
9.46,0.592,0.28,15.5,0.085,10.9,8
7.0,0.208,0.29,0.9,0.127,10.1,4
10.73,0.359,0.26,1.3,0.038,10.2,8
10.14,0.586,0.37,1.4,0.025,10.1,7
5.89,0.405,0.25,1.0,0.012,12.6,6
9.52,0.49,0.17,9.0,0.045,11.2,7
11.46,0.388,0.39,1.2,0.109,8.9,5
8.44,0.461,0.43,1.1,0.084,8.5,5
7.26,0.59,0.2,2.3,0.079,10.8,6
6.43,0.774,0.1,0.9,0.059,9.2,5
6.93,0.764,0.45,1.3,0.159,10.1,4
6.42,0.385,0.47,14.4,0.095,10.1,6
10.13,0.845,0.28,15.5,0.041,9.0,6
7.12,0.299,0.71,6.7,0.061,10.5,7
11.76,0.591,0.72,1.6,0.022,10.0,6
7.98,0.582,0.35,0.9,0.054,10.1,5
5.68,0.24,0.3,15.5,0.148,10.7,5
7.25,0.823,0.0,15.5,0.012,10.1,4
7.6,0.64,0.12,0.9,0.071,11.1,5
8.22,0.669,0.23,7.5,0.045,10.8,7
8.94,0.559,0.33,1.9,0.179,10.3,5
8.89,0.389,0.22,15.5,0.108,13.1,8
7.05,0.626,0.71,2.7,0.109,10.6,7
7.91,0.351,0.18,1.2,0.207,11.6,4
6.06,0.468,0.02,3.5,0.096,8.4,4
6.93,0.76,0.37,0.9,0.162,9.0,3
10.04,0.354,0.23,0.9,0.114,10.7,5
7.45,0.528,0.6,1.9,0.044,8.4,6
9.64,0.326,0.25,0.9,0.086,11.9,8
7.24,0.505,0.0,2.2,0.113,10.0,5
6.53,0.516,0.37,0.9,0.079,9.3,5
8.71,0.157,0.73,4.7,0.081,11.0,8
7.82,0.948,0.1,0.9,0.162,9.9,4
9.49,0.472,0.33,2.4,0.077,11.4,5
10.89,0.329,0.45,0.9,0.096,10.0,7
9.75,0.473,0.22,0.9,0.058,11.2,5
7.88,0.292,0.27,1.0,0.118,9.0,5
8.89,0.708,0.5,3.5,0.07,10.4,5
7.77,0.522,0.03,0.9,0.157,8.7,4
8.04,0.686,0.33,8.1,0.146,11.2,5
4.88,0.669,0.23,1.1,0.128,10.4,4
8.12,0.713,0.35,3.3,0.012,8.7,5
4.86,0.712,0.42,2.4,0.053,9.3,5
8.56,0.318,0.42,3.8,0.028,8.4,6
8.72,0.526,0.41,0.9,0.078,11.2,5
9.37,0.241,0.53,1.1,0.07,9.5,6
6.97,0.755,0.16,1.2,0.051,12.5,6
5.66,0.698,0.05,1.3,0.198,10.0,4
9.36,0.601,0.39,0.9,0.143,10.8,4
8.01,0.864,0.12,0.9,0.021,10.1,5
8.25,0.392,0.3,15.5,0.127,12.8,6
6.87,0.311,0.0,2.8,0.063,12.1,6
11.21,0.47,0.18,1.3,0.126,10.9,5
11.46,0.413,0.24,1.1,0.012,11.8,8
7.03,0.356,0.13,15.5,0.056,10.2,6
9.01,0.845,0.52,6.3,0.125,11.5,6
7.12,0.3,0.25,1.2,0.071,8.7,6
7.31,0.727,0.33,2.5,0.028,9.5,6
6.26,0.631,0.03,2.7,0.078,9.3,4
6.16,0.817,0.35,2.1,0.031,11.0,7
10.41,0.517,0.59,2.1,0.094,9.2,5
7.34,0.538,0.22,6.6,0.084,9.7,5
6.98,0.548,0.23,5.8,0.018,10.2,5
8.84,0.395,0.0,10.6,0.202,9.7,4
6.61,0.277,0.52,3.2,0.141,10.0,6
5.01,0.355,0.43,0.9,0.076,10.6,6
7.71,0.66,0.35,10.7,0.104,10.7,6
11.08,0.444,0.31,0.9,0.082,12.0,7
8.02,0.577,0.45,15.0,0.054,11.1,7
8.34,0.204,0.07,0.9,0.05,9.1,6
6.23,0.45,0.02,0.9,0.136,11.1,6
6.98,0.38,0.26,0.9,0.119,10.9,4
6.08,0.613,0.32,8.5,0.095,11.2,6
8.45,0.645,0.47,5.7,0.076,9.7,6
9.11,0.463,0.44,0.9,0.146,10.2,5
8.24,0.289,0.52,1.9,0.086,10.5,6
6.82,0.318,0.28,0.9,0.151,9.1,4
9.05,0.701,0.52,1.5,0.123,9.8,5
10.19,0.37,0.31,15.5,0.14,11.5,7
8.62,0.521,0.21,2.4,0.107,8.5,4
7.64,0.446,0.26,0.9,0.094,9.2,6
6.1,0.425,0.31,1.1,0.166,8.8,5
11.1,0.12,0.31,0.9,0.211,9.2,5
7.49,0.757,0.73,2.2,0.042,9.3,8
9.87,0.643,0.3,0.9,0.059,10.6,6
6.73,0.51,0.16,5.0,0.064,9.4,6
7.13,0.323,0.31,0.9,0.125,8.8,5
6.44,0.414,0.09,1.0,0.04,11.9,7
9.5,0.381,0.35,15.5,0.172,10.5,7
8.94,0.333,0.28,1.5,0.117,12.2,6
8.84,0.304,0.26,11.1,0.12,9.1,5
9.38,0.652,0.09,0.9,0.059,9.4,5
8.41,0.12,0.38,5.3,0.104,11.7,6
8.13,0.632,0.0,2.2,0.058,10.0,5
9.1,0.209,0.16,1.0,0.155,8.4,5
8.98,0.723,0.3,2.0,0.099,10.5,6
7.17,0.388,0.05,7.6,0.134,11.0,5
5.54,0.6,0.32,9.6,0.07,11.0,7
6.07,0.634,0.41,0.9,0.035,9.2,5
10.12,0.489,0.51,0.9,0.095,10.4,5
5.82,0.773,0.26,3.3,0.098,10.3,5
12.15,0.401,0.28,1.4,0.068,11.0,6
10.25,0.525,0.44,1.0,0.087,8.8,5
11.23,0.337,0.09,1.9,0.145,8.4,5
5.64,0.639,0.25,0.9,0.117,11.0,3
7.03,0.282,0.23,1.1,0.026,11.9,8
10.01,0.677,0.24,2.0,0.045,9.7,6
9.75,0.625,0.2,2.9,0.028,11.9,6
7.31,0.52,0.24,11.0,0.051,12.6,6
7.55,0.562,0.3,0.9,0.086,10.1,4
11.0,0.625,0.2,2.8,0.15,10.2,5
7.86,0.381,0.03,1.6,0.07,8.7,5
6.99,0.577,0.35,1.4,0.072,11.0,6
9.22,0.578,0.25,1.3,0.141,10.5,6
8.72,0.729,0.18,4.7,0.052,10.6,5
12.2,0.549,0.32,0.9,0.052,10.6,6
9.15,0.573,0.15,3.8,0.144,9.7,5
6.33,0.735,0.24,3.2,0.108,11.6,6
7.75,0.37,0.21,1.6,0.107,10.4,6
8.01,0.239,0.49,1.7,0.065,12.7,8
9.93,0.682,0.34,0.9,0.061,9.8,5
8.39,0.242,0.14,0.9,0.058,9.5,6
9.65,0.244,0.7,1.7,0.041,9.3,6
6.82,0.372,0.53,2.6,0.074,11.2,7
11.44,0.672,0.43,2.4,0.109,10.0,6
9.22,0.469,0.44,8.8,0.094,10.9,7
10.22,0.562,0.23,2.0,0.028,10.2,7
10.07,0.314,0.27,1.8,0.114,9.2,6
10.22,0.584,0.59,6.0,0.08,9.5,7
9.71,0.416,0.57,3.8,0.076,9.9,6
9.13,0.666,0.5,0.9,0.038,10.9,7
8.61,0.487,0.32,1.5,0.18,10.2,4
9.65,0.662,0.26,1.9,0.073,10.3,4
6.71,0.727,0.41,2.5,0.129,11.2,7
6.61,0.458,0.39,1.8,0.097,9.8,7
5.38,0.436,0.4,0.9,0.012,9.0,6
7.01,0.795,0.19,15.5,0.095,10.4,5
10.95,0.569,0.49,1.2,0.064,9.6,6
7.05,0.486,0.24,9.8,0.064,9.2,5
12.21,0.12,0.41,0.9,0.097,8.4,7
7.78,0.489,0.17,15.5,0.144,10.9,6
6.81,0.645,0.14,12.2,0.086,10.7,5
6.86,0.77,0.26,0.9,0.044,9.7,4
4.85,0.328,0.0,0.9,0.012,13.8,7
10.79,0.542,0.49,8.1,0.012,11.3,7
8.96,0.51,0.28,2.8,0.116,10.0,5
10.84,0.644,0.37,4.0,0.139,12.1,6
5.15,0.711,0.19,0.9,0.054,10.9,5
7.81,0.763,0.48,1.4,0.022,10.2,6
10.37,0.351,0.05,10.7,0.066,11.1,8
8.49,0.39,0.44,1.5,0.101,11.2,6
9.58,0.407,0.26,2.1,0.075,11.1,8
7.02,0.263,0.46,9.1,0.083,9.4,7
10.11,0.505,0.55,4.1,0.101,9.6,7
7.59,0.657,0.26,4.0,0.091,9.2,6
8.73,0.485,0.19,3.3,0.152,10.7,4
8.94,0.244,0.56,1.2,0.101,10.8,6
7.81,0.343,0.41,1.7,0.207,10.3,5
8.26,0.323,0.27,1.5,0.111,10.6,7
9.52,0.387,0.36,1.3,0.126,12.8,6
5.59,0.511,0.01,1.8,0.091,9.8,4
9.43,0.552,0.44,3.9,0.114,12.2,5
4.93,0.731,0.4,15.5,0.116,8.9,5
6.51,0.518,0.03,15.5,0.07,10.5,8
5.14,0.407,0.34,0.9,0.045,10.6,6
8.46,0.874,0.42,4.3,0.083,9.5,4
7.35,0.559,0.31,1.5,0.094,8.5,6
8.79,0.582,0.29,0.9,0.102,11.4,5
9.03,0.28,0.0,1.1,0.127,10.7,6
6.87,0.12,0.31,0.9,0.036,10.3,6
8.91,0.165,0.48,2.7,0.101,8.8,6
7.39,0.448,0.22,2.4,0.081,8.4,6
10.58,0.213,0.3,13.9,0.129,8.9,7
8.58,0.53,0.37,2.3,0.012,10.2,8
6.6,0.64,0.71,5.0,0.096,10.5,6
6.05,0.575,0.24,0.9,0.036,11.6,6
6.53,0.63,0.5,2.5,0.041,11.9,7
6.89,0.518,0.25,1.4,0.012,8.4,7
9.85,0.262,0.4,0.9,0.012,9.7,7
5.61,0.355,0.0,15.3,0.063,9.9,7
8.69,0.514,0.17,2.1,0.134,9.2,5
6.74,0.419,0.0,1.5,0.093,12.1,5
14.2,0.308,0.06,0.9,0.057,10.3,8
9.57,0.596,0.26,0.9,0.061,9.9,6
7.19,0.647,0.57,15.5,0.124,10.2,6
8.32,0.626,0.42,0.9,0.089,9.7,6
9.21,0.502,0.54,5.3,0.121,10.0,6
6.3,0.745,0.0,1.1,0.028,10.7,6
7.25,0.394,0.46,5.6,0.074,9.9,7
8.83,0.391,0.34,1.0,0.111,10.6,5
10.2,0.343,0.37,3.8,0.071,10.5,8
7.05,0.67,0.23,1.0,0.012,9.6,6
7.94,0.132,0.24,0.9,0.195,10.5,4
6.92,0.147,0.36,11.7,0.087,9.3,7
9.45,0.618,0.42,0.9,0.159,10.7,5
7.99,0.758,0.08,0.9,0.082,9.5,5
7.85,0.615,0.01,13.4,0.059,12.7,6
9.06,0.451,0.54,1.9,0.08,11.4,6
9.64,0.605,0.66,1.8,0.11,11.6,7
6.25,0.385,0.52,7.5,0.097,10.0,6
5.24,0.832,0.52,15.5,0.06,8.4,6
8.25,0.561,0.38,1.5,0.109,12.5,5
10.23,0.566,0.05,5.2,0.096,9.7,6
6.25,0.303,0.29,4.6,0.107,10.2,6
6.67,0.779,0.28,1.3,0.112,9.8,5
6.98,0.27,0.45,1.5,0.091,9.4,6
9.53,0.87,0.16,2.8,0.126,10.0,4
9.33,0.537,0.49,3.8,0.071,9.3,9
8.86,0.605,0.31,2.4,0.103,11.0,6
10.66,0.571,0.19,1.8,0.104,10.0,4
7.51,0.515,0.12,1.3,0.077,10.5,4
7.43,0.441,0.02,0.9,0.08,9.3,5
7.31,0.352,0.76,0.9,0.043,10.0,7
10.57,0.611,0.0,1.1,0.143,10.3,3
6.19,0.632,0.16,5.1,0.144,9.8,5
5.22,0.481,0.53,0.9,0.129,11.7,6
7.69,0.412,0.09,0.9,0.072,8.4,5
11.24,0.505,0.1,1.5,0.043,9.2,5
7.98,0.497,0.57,4.1,0.147,9.1,5
5.74,0.336,0.04,6.4,0.133,11.0,6
8.51,0.462,0.32,6.5,0.033,12.4,7
8.94,0.628,0.41,9.8,0.122,8.6,7
13.42,0.681,0.5,0.9,0.046,10.4,7
11.21,0.734,0.4,1.8,0.046,11.1,6
8.47,0.555,0.47,0.9,0.102,12.2,7
9.35,0.621,0.09,1.3,0.098,8.6,4
8.65,0.562,0.12,1.1,0.045,8.6,5
